[15-Mar-2013 11:14:15 America/Los_Angeles] PHP Notice:  Undefined index: timestamp in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\dataminingtool.php on line 21 
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:42:28 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:43:22 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:48:25 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 123
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 124
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 127
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_execute(): ORA-01031: insufficient privileges in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 73
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_parse(): ORA-01756: quoted string not properly terminated in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 98
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_execute() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 99
[12-Jul-2013 10:50:31 America/Los_Angeles] PHP Warning:  oci_error() expects parameter 1 to be resource, boolean given in C:\BitNami\wampstack-5.4.12-0\apache2\htdocs\SMIDCT\MDMSMeterUpdateQuery.php on line 102
